time,rate
0.3699,0.0513892037209371
0.6219,0.0500821254437998
0.874,0.0497074379674432
1.126,0.0503162352963054
1.3699,0.0566116313836549
1.6219,0.049045617649486
1.874,0.0528256580348458
2.126,0.0531172144278884
2.3699,0.0535401032145726
2.6219,0.0535502073911502
2.874,0.0528334304275026
3.126,0.0552492190780949
3.3699,0.0559814230985568
3.6219,0.0523880531118634
3.874,0.0554992120754226
4.126,0.0549766899639512
4.3699,0.0538798153317456
4.6219,0.0545652955953342
4.874,0.0531469201820794
5.126,0.0584749253347846
5.3699,0.059024857436763
5.6219,0.0555478882033184
5.874,0.0574018568927067
6.126,0.0560045137954956
6.3699,0.0498524499630752
6.6219,0.0592069297539347
6.874,0.0637644410159925
7.126,0.0638363716933326
7.3699,0.0630394027117318
7.6219,0.060033612827229
7.874,0.0619122118177352
8.126,0.0661597086190651
8.3699,0.065717390590511
8.6219,0.059106821798556
8.874,0.0603030641143003
9.126,0.0623856960469874
9.3699,0.0618677406804915
9.6219,0.0581991168654831
9.874,0.0587646639152783
10.126,0.0681292070518298
10.3699,0.0641361915266176
10.6219,0.0610229330345671
10.874,0.0625425919952623
11.126,0.0657489587267759
11.3699,0.0639464230728471
11.6219,0.0641904609120069
11.874,0.0628552889630817
12.126,0.0670182726549226
12.3699,0.0665588064302482
12.6219,0.0629151653300126
12.874,0.064828606998897
13.126,0.0659319013238277
13.3699,0.0676544176165922
13.6219,0.0664015284116008
13.874,0.0660660518030426
14.126,0.0746282521140882
14.3699,0.0690398762533933
14.6219,0.0676807873039682
14.874,0.0673817043647521
15.126,0.0682789954140179
15.3699,0.0683790401567076
15.6219,0.0658834308155112
15.874,0.0653197543115817
16.126,0.0681177240307539
16.3699,0.0679713195625871
16.6219,0.0666786456952558
16.874,0.0661374596157801
17.126,0.0682952063475014
17.3699,0.0688509329568511
17.6219,0.0674278814252144
17.874,0.0669142322528302
18.126,0.0698907962327397
18.3699,0.0695914746002196
18.6219,0.0682690097269435
18.874,0.0655188222554328
19.126,0.0687022761441235
19.3699,0.0703421179796254
19.6219,0.0690033786158158
19.874,0.0669480746905721
20.126,0.0693639453314231
20.3699,0.0710596816385405
20.6219,0.0697033760316641
20.874,0.0668593731712669
21.126,0.0659672233907401
21.3699,0.0659019298265958
21.6219,0.0637593451639049
21.874,0.0613716874165549
22.126,0.0662911839878187
22.3699,0.0635449471456121
22.6219,0.0619838464896045
22.874,0.0614595959853762
23.126,0.0647960407536742
23.3699,0.0634866744642719
23.6219,0.0620668490613814
23.874,0.0614488646408083
24.126,0.0594108737006717
24.3699,0.0634383820319165
24.6219,0.0621804613634344
24.874,0.0594138557484727
25.126,0.0523937695231544
25.3699,0.0584226632266607
25.6219,0.0540563509093519
25.874,0.0490721481600747
26.126,0.0437326652749987
26.3699,0.0523465023372301
26.6219,0.046218437504909
26.874,0.0502520525565541
27.126,0.0279754826215705
27.3699,0.0479795208050141
27.6219,0.0587146544198319
27.874,0.0461609050153037
28.126,0.0443190750057568
28.3699,0.0506478753524287
28.6219,0.0550118943494183
28.874,0.053944698548968
29.126,0.0436616350842079
